id	type	title	area	status	role	primary_statement
ftc_part2	theorem	Fundamental theorem of calculus, part II	integration	reviewed	headline	int_a^b f = G(b) - G(a) for any antiderivative G of an integrable f
integration_by_parts	proposition	Integration by parts	integration	reviewed	support	int u v' = uv - int u' v
substitution_rule	theorem	Change of variables (substitution)	integration	reviewed	support	int_a^b f(g(x)) g'(x) dx = int_{g(a)}^{g(b)} f(u) du
pointwise_convergence	definition	Pointwise convergence	function_sequences	reviewed	core	f_n(x) -> f(x) for each fixed x in D
uniform_convergence	definition	Uniform convergence	function_sequences	reviewed	headline	sup_{x in D} |f_n(x) - f(x)| -> 0
uniform_cauchy_criterion	theorem	Uniform Cauchy criterion	function_sequences	reviewed	core	f_n converges uniformly iff it is uniformly Cauchy
weierstrass_m_test	theorem	Weierstrass M-test	function_sequences	reviewed	core	|f_n| <= M_n and Sigma M_n converges imply Sigma f_n converges uniformly
uniform_limit_continuous	theorem	Uniform limit of continuous functions is continuous	function_sequences	reviewed	headline	if f_n are continuous and f_n -> f uniformly then f is continuous
uniform_convergence_integral	theorem	Uniform convergence and integration	function_sequences	reviewed	core	if f_n -> f uniformly on [a,b] then int f_n -> int f
uniform_convergence_derivative	theorem	Uniform convergence and differentiation	function_sequences	reviewed	core	if f_n -> f pointwise and f_n' -> g uniformly then f' = g
power_series	definition	Power series	function_sequences	reviewed	core	Sigma a_n (x - c)^n
radius_of_convergence	definition	Radius of convergence	function_sequences	reviewed	core	1/R = limsup |a_n|^{1/n} ; converges for |x-c| < R
epsilon_delta	notation_convention	The epsilon-delta / epsilon-N idiom	cross_domain	reviewed	foundation	quantifier order is forall eps exists delta/N
